ID,Promoter_ID,Promoter,Cell_Line,Value,Context,UTR,Cell_Line_Integer,Context_UTR
1,1,AGG1186,Aag2..Ae..aegypti.,75.27,Kozak,SV40,1,Kozak SV40
2,2,AGG1187,Aag2..Ae..aegypti.,72.36,Lep,SV40,1,Lep SV40
3,3,AGG1188,Aag2..Ae..aegypti.,50.6,BmHi,SV40,1,BmHi SV40
4,4,AGG1189,Aag2..Ae..aegypti.,11.51,BmLo,SV40,1,BmLo SV40
5,5,AGG1190,Aag2..Ae..aegypti.,24.9,Syn21,SV40,1,Syn21 SV40
6,6,AGG1191,Aag2..Ae..aegypti.,22.88,Kozak,K10,1,Kozak K10
7,7,AGG1192,Aag2..Ae..aegypti.,44.47,Lep,K10,1,Lep K10
8,8,AGG1193,Aag2..Ae..aegypti.,34.47,BmHi,K10,1,BmHi K10
9,9,AGG1194,Aag2..Ae..aegypti.,8.18,BmLo,K10,1,BmLo K10
10,10,AGG1195,Aag2..Ae..aegypti.,14.18,Syn21,K10,1,Syn21 K10
11,11,AGG1196,Aag2..Ae..aegypti.,,Kozak,P10,1,Kozak P10
12,12,AGG1197,Aag2..Ae..aegypti.,215.18,Lep,P10,1,Lep P10
13,13,AGG1198,Aag2..Ae..aegypti.,123.26,BmHi,P10,1,BmHi P10
14,14,AGG1199,Aag2..Ae..aegypti.,63.79,BmLo,P10,1,BmLo P10
15,15,AGG1200,Aag2..Ae..aegypti.,49.88,Syn21,P10,1,Syn21 P10
16,1,AGG1186,Aag2..Ae..aegypti.,42.65,Kozak,SV40,1,Kozak SV40
17,2,AGG1187,Aag2..Ae..aegypti.,50.71,Lep,SV40,1,Lep SV40
18,3,AGG1188,Aag2..Ae..aegypti.,39.65,BmHi,SV40,1,BmHi SV40
19,4,AGG1189,Aag2..Ae..aegypti.,12.3,BmLo,SV40,1,BmLo SV40
20,5,AGG1190,Aag2..Ae..aegypti.,22.46,Syn21,SV40,1,Syn21 SV40
21,6,AGG1191,Aag2..Ae..aegypti.,23.64,Kozak,K10,1,Kozak K10
22,7,AGG1192,Aag2..Ae..aegypti.,36.64,Lep,K10,1,Lep K10
23,8,AGG1193,Aag2..Ae..aegypti.,41.21,BmHi,K10,1,BmHi K10
24,9,AGG1194,Aag2..Ae..aegypti.,8.35,BmLo,K10,1,BmLo K10
25,10,AGG1195,Aag2..Ae..aegypti.,13.18,Syn21,K10,1,Syn21 K10
26,11,AGG1196,Aag2..Ae..aegypti.,,Kozak,P10,1,Kozak P10
27,12,AGG1197,Aag2..Ae..aegypti.,191.92,Lep,P10,1,Lep P10
28,13,AGG1198,Aag2..Ae..aegypti.,91.45,BmHi,P10,1,BmHi P10
29,14,AGG1199,Aag2..Ae..aegypti.,63.62,BmLo,P10,1,BmLo P10
30,15,AGG1200,Aag2..Ae..aegypti.,62.59,Syn21,P10,1,Syn21 P10
31,1,AGG1186,Aag2..Ae..aegypti.,51.18,Kozak,SV40,1,Kozak SV40
32,2,AGG1187,Aag2..Ae..aegypti.,32.01,Lep,SV40,1,Lep SV40
33,3,AGG1188,Aag2..Ae..aegypti.,35.62,BmHi,SV40,1,BmHi SV40
34,4,AGG1189,Aag2..Ae..aegypti.,10.42,BmLo,SV40,1,BmLo SV40
35,5,AGG1190,Aag2..Ae..aegypti.,17.79,Syn21,SV40,1,Syn21 SV40
36,6,AGG1191,Aag2..Ae..aegypti.,22.62,Kozak,K10,1,Kozak K10
37,7,AGG1192,Aag2..Ae..aegypti.,26.92,Lep,K10,1,Lep K10
38,8,AGG1193,Aag2..Ae..aegypti.,38.7,BmHi,K10,1,BmHi K10
39,9,AGG1194,Aag2..Ae..aegypti.,7.37,BmLo,K10,1,BmLo K10
40,10,AGG1195,Aag2..Ae..aegypti.,13.73,Syn21,K10,1,Syn21 K10
41,11,AGG1196,Aag2..Ae..aegypti.,,Kozak,P10,1,Kozak P10
42,12,AGG1197,Aag2..Ae..aegypti.,207.45,Lep,P10,1,Lep P10
43,13,AGG1198,Aag2..Ae..aegypti.,120.04,BmHi,P10,1,BmHi P10
44,14,AGG1199,Aag2..Ae..aegypti.,75.25,BmLo,P10,1,BmLo P10
45,15,AGG1200,Aag2..Ae..aegypti.,52.99,Syn21,P10,1,Syn21 P10
46,1,AGG1186,Aag2..Ae..aegypti.,44.8,Kozak,SV40,1,Kozak SV40
47,2,AGG1187,Aag2..Ae..aegypti.,47.57,Lep,SV40,1,Lep SV40
48,3,AGG1188,Aag2..Ae..aegypti.,31.01,BmHi,SV40,1,BmHi SV40
49,4,AGG1189,Aag2..Ae..aegypti.,11.96,BmLo,SV40,1,BmLo SV40
50,5,AGG1190,Aag2..Ae..aegypti.,20.77,Syn21,SV40,1,Syn21 SV40
51,6,AGG1191,Aag2..Ae..aegypti.,25.82,Kozak,K10,1,Kozak K10
52,7,AGG1192,Aag2..Ae..aegypti.,28.85,Lep,K10,1,Lep K10
53,8,AGG1193,Aag2..Ae..aegypti.,34.86,BmHi,K10,1,BmHi K10
54,9,AGG1194,Aag2..Ae..aegypti.,6.86,BmLo,K10,1,BmLo K10
55,10,AGG1195,Aag2..Ae..aegypti.,11.45,Syn21,K10,1,Syn21 K10
56,11,AGG1196,Aag2..Ae..aegypti.,,Kozak,P10,1,Kozak P10
57,12,AGG1197,Aag2..Ae..aegypti.,204.61,Lep,P10,1,Lep P10
58,13,AGG1198,Aag2..Ae..aegypti.,111.76,BmHi,P10,1,BmHi P10
59,14,AGG1199,Aag2..Ae..aegypti.,66.97,BmLo,P10,1,BmLo P10
60,15,AGG1200,Aag2..Ae..aegypti.,52.54,Syn21,P10,1,Syn21 P10
61,1,AGG1186,Aag2..Ae..aegypti.,49.57,Kozak,SV40,1,Kozak SV40
62,2,AGG1187,Aag2..Ae..aegypti.,46.04,Lep,SV40,1,Lep SV40
63,3,AGG1188,Aag2..Ae..aegypti.,30.45,BmHi,SV40,1,BmHi SV40
64,4,AGG1189,Aag2..Ae..aegypti.,11.48,BmLo,SV40,1,BmLo SV40
65,5,AGG1190,Aag2..Ae..aegypti.,22.07,Syn21,SV40,1,Syn21 SV40
66,6,AGG1191,Aag2..Ae..aegypti.,21.55,Kozak,K10,1,Kozak K10
67,7,AGG1192,Aag2..Ae..aegypti.,30,Lep,K10,1,Lep K10
68,8,AGG1193,Aag2..Ae..aegypti.,37.12,BmHi,K10,1,BmHi K10
69,9,AGG1194,Aag2..Ae..aegypti.,6.9,BmLo,K10,1,BmLo K10
70,10,AGG1195,Aag2..Ae..aegypti.,14.19,Syn21,K10,1,Syn21 K10
